customer_id,gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn
C01132,Male,No,Yes,No,8,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer,94.73,791.2,1
C01133,Female,Yes,No,No,49,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,No,Credit card,64.74,3166.72,1
C01134,Male,No,No,Yes,43,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,Yes,Mailed check,87.35,3734.5,0
C01135,Male,No,No,No,69,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Mailed check,85.66,5931.21,0
C01136,Female,No,Yes,Yes,18,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,Yes,Electronic check,69.74,1254.55,1
C01137,Female,No,Yes,Yes,33,No,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer,87.93,2960.54,0
C01138,Female,No,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,27.41,479.5,0
C01139,Female,No,Yes,No,63,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Mailed check,81.27,5054.4,0
C01140,Male,No,No,No,29,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,79.13,2279.95,1
C01141,Female,No,No,No,14,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card,103.81,1563.24,0
C01142,Male,No,Yes,No,62,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer,74.91,4669.15,1
C01143,Male,Yes,No,Yes,2,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer,108.05,253.44,1
C01144,Male,No,Yes,No,64,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card,106.57,6833.8,0
C01145,Female,No,Yes,No,35,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,93.29,3277.88,1
C01146,Female,No,Yes,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,25.1,697.42,0
C01147,Male,No,No,Yes,45,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Credit card,49.06,2233.24,0
C01148,Male,No,No,No,19,Yes,No,DSL,No,No,No,No,No,Yes,Two year,No,Bank transfer,66.91,1341.5,0
C01149,Female,Yes,No,Yes,59,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Two year,No,Credit card,85.11,4970.18,0
C01150,Male,No,Yes,No,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card,28.62,1767.58,0
C01151,Female,Yes,Yes,Yes,37,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,86.67,3201.63,1
C01152,Male,Yes,Yes,Yes,53,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,No,Credit card,88.26,4602.62,0
C01153,Female,No,Yes,Yes,31,Yes,Yes,DSL,No,No,No,Yes,Yes,No,One year,No,Bank transfer,75.5,2321.89,0
C01154,Female,No,No,No,59,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Electronic check,73.49,4281.78,1
C01155,Male,No,Yes,Yes,29,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Electronic check,62.31,1827.65,0
C01156,Female,No,Yes,No,27,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,107.0,2897.1,1
C01157,Female,No,No,No,49,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Electronic check,63.46,3094.22,0
C01158,Female,No,Yes,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,22.08,1193.39,0
C01159,Female,Yes,Yes,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,26.61,775.22,0
C01160,Male,No,Yes,No,47,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,Yes,Credit card,104.56,4961.47,0
C01161,Female,No,Yes,Yes,30,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card,83.96,2493.11,0
C01162,Male,No,No,No,33,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Bank transfer,90.25,2980.19,1
C01163,Male,No,Yes,Yes,62,Yes,No,DSL,Yes,No,No,Yes,No,No,Two year,Yes,Mailed check,62.67,3947.73,0
C01164,Female,No,No,Yes,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,30.45,1546.23,0
C01165,Female,No,Yes,No,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,31.22,1201.79,0
C01166,Male,No,No,No,12,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,61.15,721.47,1
C01167,Male,Yes,Yes,No,18,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,90.36,1708.61,1
C01168,Male,No,No,No,3,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer,109.57,209.84,1
C01169,Male,Yes,No,No,54,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,105.93,5686.97,1
C01170,Female,No,No,Yes,72,Yes,Yes,DSL,No,No,No,No,No,No,Two year,No,Credit card,58.86,4247.8,0
C01171,Female,No,Yes,No,49,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,32.91,1622.49,0
C01172,Male,No,No,No,18,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,99.55,1828.03,1
C01173,Female,No,No,No,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,25.43,1722.62,0
C01174,Male,Yes,No,No,27,Yes,No,DSL,Yes,No,No,No,No,No,Two year,No,Electronic check,61.74,1725.4,0
C01175,Male,No,No,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,25.24,640.89,0
C01176,Male,No,Yes,Yes,18,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,64.77,1121.16,0
C01177,Female,No,No,No,38,Yes,No,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer,77.39,2993.67,1
C01178,Female,No,No,No,10,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card,82.16,837.61,1
C01179,Female,No,No,No,13,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.05,1201.22,1
C01180,Female,No,No,No,2,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,91.84,246.55,1
C01181,Male,Yes,No,No,31,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,92.06,2774.33,1
C01182,Female,No,No,Yes,7,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer,81.52,496.08,1
C01183,Female,No,No,No,14,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,71.74,1028.18,0
C01184,Female,No,No,No,7,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer,84.77,483.27,1
C01185,Female,No,No,Yes,13,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card,90.3,1166.43,1
C01186,Male,Yes,Yes,No,5,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,89.05,453.46,1
C01187,Female,No,No,No,64,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Credit card,100.67,6425.11,0
C01188,Male,No,Yes,Yes,9,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer,104.24,991.41,1
C01189,Female,No,Yes,Yes,35,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card,89.8,3151.71,0
C01190,Male,Yes,Yes,No,12,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,63.45,870.78,1
C01191,Female,No,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,29.99,158.71,1
C01192,Female,Yes,Yes,Yes,24,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Bank transfer,97.2,2366.72,0
C01193,Male,No,Yes,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,31.91,1116.61,0
C01194,Male,Yes,Yes,Yes,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer,27.45,1419.52,0
C01195,Male,No,Yes,No,6,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,One year,Yes,Credit card,69.75,440.0,0
C01196,Female,No,No,No,5,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer,82.96,413.0,1
C01197,Female,No,Yes,Yes,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,26.5,387.06,0
C01198,Male,No,Yes,Yes,60,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,82.07,4932.83,1
C01199,Female,Yes,No,No,43,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,89.16,3910.54,0
C01200,Male,Yes,No,No,9,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,98.11,957.57,1
C01201,Male,No,Yes,No,49,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card,108.33,5264.84,0
C01202,Male,Yes,No,No,35,No,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Bank transfer,92.71,3249.04,1
C01203,Male,No,Yes,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,24.29,672.26,0
C01204,Male,No,No,No,54,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Two year,No,Electronic check,71.82,3823.1,0
C01205,Female,No,Yes,Yes,52,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer,102.95,5360.33,0
C01206,Female,No,No,No,37,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,92.73,3390.88,1
C01207,Male,No,Yes,No,28,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,No,Bank transfer,100.06,2846.76,0
C01208,Female,No,No,No,10,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card,70.59,717.92,1
C01209,Female,No,Yes,No,68,Yes,Yes,DSL,No,No,No,Yes,No,No,Two year,Yes,Mailed check,62.77,4233.43,0
C01210,Female,No,No,Yes,16,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card,102.31,1617.56,1
C01211,Male,No,No,No,18,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,62.91,1180.86,1
C01212,Male,No,No,No,25,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,102.62,2556.95,1
C01213,Male,No,No,No,25,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.67,2126.94,1
C01214,Female,No,Yes,No,47,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Credit card,88.79,4203.8,0
C01215,Female,No,No,No,10,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,80.39,816.56,1
C01216,Male,No,No,No,29,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card,93.77,2717.02,1
C01217,Female,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,No,Bank transfer,102.33,7350.15,0
C01218,Male,No,No,No,54,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer,93.4,5056.72,1
C01219,Male,No,No,No,27,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Electronic check,88.34,2420.39,1
C01220,Female,No,Yes,Yes,46,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,Yes,Bank transfer,91.37,4164.42,0
C01221,Female,Yes,No,Yes,2,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card,65.62,99.33,1
C01222,Female,No,Yes,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,22.33,461.0,0
C01223,Male,Yes,Yes,Yes,20,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card,86.35,1723.73,1
C01224,Male,Yes,No,Yes,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,27.09,378.87,1
C01225,Female,No,Yes,Yes,40,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,105.96,4205.03,1
C01226,Male,No,Yes,Yes,35,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Electronic check,71.1,2516.94,0
C01227,Female,No,No,Yes,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,35.64,1850.18,0
C01228,Female,No,Yes,Yes,52,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,No,Electronic check,79.22,4169.72,0
C01229,Male,No,No,No,36,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Electronic check,86.72,3178.04,0
C01230,Female,Yes,Yes,Yes,54,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,68.06,3739.1,1
C01231,Female,No,Yes,Yes,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,29.95,722.15,0
C01232,Male,No,No,Yes,42,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,85.64,3578.16,1
C01233,Female,No,No,Yes,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card,31.11,1207.96,0
C01234,Male,No,No,Yes,26,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card,81.4,2088.69,1
C01235,Female,No,Yes,Yes,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card,31.71,1236.67,0
C01236,Female,Yes,Yes,Yes,15,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,72.04,1027.67,1
C01237,Female,No,No,No,58,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Mailed check,66.53,3822.01,0
C01238,Female,No,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.53,24.71,0
C01239,Female,No,Yes,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,32.36,479.04,0
C01240,Female,No,No,Yes,41,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card,90.36,3695.23,1
C01241,Male,No,No,No,63,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Credit card,103.49,6575.15,0
C01242,Female,No,No,No,19,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,94.6,1855.7,1
C01243,Female,No,Yes,No,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card,20.88,1344.24,0
C01244,Female,No,No,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,33.9,377.95,1
C01245,Female,Yes,Yes,No,67,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,21.61,1385.4,0
C01246,Female,No,Yes,No,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,26.77,1784.95,0
C01247,Male,No,No,No,13,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer,79.81,1063.27,1
C01248,Female,No,Yes,No,27,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,77.42,2166.01,1
C01249,Male,Yes,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer,33.26,327.62,0
C01250,Male,No,No,No,29,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,76.07,2243.99,0
C01251,Female,No,Yes,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,30.92,435.43,0
C01252,Female,No,No,Yes,53,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,88.88,4782.47,0
C01253,Female,No,Yes,No,17,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Mailed check,87.27,1514.1,1
C01254,Male,No,Yes,No,12,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,112.66,1289.16,1
C01255,Female,No,No,No,55,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Mailed check,76.73,4170.86,0
C01256,Male,No,Yes,Yes,18,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer,77.24,1394.54,1
C01257,Male,No,Yes,No,46,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.0,838.18,0
C01258,Male,No,No,No,2,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card,86.71,151.51,1
C01259,Male,No,No,No,48,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card,79.76,3837.62,0
C01260,Male,No,Yes,No,63,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card,100.06,6206.69,0
C01261,Female,No,No,Yes,9,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,63.96,534.63,1
C01262,Female,No,No,No,16,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,Yes,Bank transfer,68.12,1051.42,1
C01263,Female,No,No,No,33,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer,62.19,2102.07,1
C01264,Male,No,No,Yes,29,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,74.31,2116.91,0
C01265,Male,No,No,No,6,No,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer,68.62,324.7,1
C01266,Male,No,Yes,Yes,39,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Two year,No,Bank transfer,74.01,2921.14,0
C01267,Female,Yes,Yes,No,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,30.52,591.4,0
C01268,Male,Yes,Yes,Yes,33,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,One year,No,Electronic check,83.52,2686.81,0
C01269,Female,No,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,20.49,158.11,0
C01270,Female,No,No,No,69,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card,91.36,6236.54,0
C01271,Male,No,No,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card,22.47,750.66,0
C01272,Female,No,No,No,58,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,86.89,5022.8,0
C01273,Female,No,Yes,No,34,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Bank transfer,94.75,3284.15,1
C01274,Male,Yes,No,No,31,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Mailed check,79.11,2504.45,0
C01275,Female,Yes,Yes,Yes,48,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card,78.65,3749.36,0
C01276,Female,No,No,Yes,4,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,64.97,278.83,1
C01277,Female,No,Yes,Yes,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,23.19,581.76,0
C01278,Female,No,Yes,Yes,43,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Credit card,76.05,3293.76,0
C01279,Male,No,Yes,Yes,63,Yes,No,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Bank transfer,72.0,4536.33,0
C01280,Male,No,Yes,No,24,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,78.29,1859.07,1
C01281,Female,Yes,Yes,No,54,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,67.84,3712.29,1
C01282,Female,Yes,Yes,No,51,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer,109.0,5552.68,0
C01283,Female,No,No,No,46,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Mailed check,74.12,3490.52,0
C01284,Male,No,No,No,29,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,97.48,2802.36,0
C01285,Male,No,Yes,Yes,49,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer,71.81,3547.91,1
C01286,Male,No,No,Yes,28,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,62.4,1704.33,1
C01287,Female,No,Yes,Yes,42,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card,72.17,3059.8,0
C01288,Female,No,No,No,21,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,80.16,1758.24,1
C01289,Female,No,Yes,No,30,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,113.18,3428.76,1
C01290,Male,No,No,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,21.5,421.79,0
C01291,Female,No,Yes,No,50,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Mailed check,78.68,3888.53,1
C01292,Male,No,No,No,49,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card,98.17,4839.75,1
C01293,Male,No,No,No,12,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card,73.01,868.88,1
C01294,Female,No,Yes,No,5,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,108.27,490.66,1
C01295,Female,No,No,No,17,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,No,Mailed check,66.64,1130.15,0
C01296,Female,No,No,No,49,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,67.88,3383.26,1
C01297,Female,No,Yes,Yes,29,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,75.8,2195.51,0
C01298,Female,No,Yes,Yes,19,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,22.45,454.33,0
C01299,Male,No,No,Yes,8,No,No phone service,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.74,679.7,1
C01300,Female,No,Yes,Yes,19,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card,87.5,1702.33,0
C01301,Female,No,No,No,30,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Electronic check,106.43,3194.97,0
C01302,Male,No,No,Yes,32,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,80.78,2582.32,1
C01303,Male,No,Yes,Yes,54,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer,104.94,5679.17,0
C01304,Female,No,No,No,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,36.3,1516.5,0
C01305,Male,No,No,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card,25.78,786.0,0
C01306,Male,No,No,No,63,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Two year,No,Bank transfer,73.28,4573.65,0
C01307,Male,No,Yes,No,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,31.13,1291.54,1
C01308,Male,Yes,Yes,No,72,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,No,Credit card,90.9,6528.72,0
C01309,Female,Yes,No,No,7,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,96.02,674.05,1
C01310,Male,No,Yes,No,52,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,91.5,4738.02,0
C01311,Female,No,Yes,No,19,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,96.18,1838.57,0
C01312,Male,No,No,Yes,58,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Mailed check,95.0,5578.45,0
C01313,Male,No,Yes,Yes,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,28.45,54.43,1
C01314,Female,No,No,No,10,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,75.3,738.06,1
C01315,Female,No,No,No,30,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer,73.13,2184.16,1
C01316,Male,Yes,No,Yes,13,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,94.94,1200.02,1
C01317,Male,No,No,No,46,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Mailed check,83.8,3833.82,0
C01318,Female,No,Yes,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,22.55,646.72,0
